TransactionId,CustomerId,AccountId,StoreId,TransactionDateTime,PaymentMethod,Currency,DiscountEUR,TotalNetAmountEUR,Year,Month,Day
TR00000747,CU000380,AC00454,ST020,2025-11-03 03:00:00,Card,EUR,5.81,46.83,2025,11,3
TR00000748,CU000201,AC00221,ST018,2024-09-27 23:00:00,Card,EUR,14.67,1158.53,2024,9,27
TR00000749,CU000085,AC00137,ST012,2024-02-05 09:00:00,Card,EUR,6.18,708.04,2024,2,5
TR00000750,CU000254,AC00414,ST002,2025-09-29 00:00:00,Card,EUR,0.0,1807.49,2025,9,29
TR00000751,CU000122,AC00011,ST026,2025-08-15 19:00:00,Card,EUR,19.53,953.47,2025,8,15
TR00000752,CU000053,AC00096,ST020,2025-02-06 03:00:00,Card,EUR,7.87,12.41,2025,2,6
TR00000753,CU000435,AC00081,ST001,2024-11-19 19:00:00,Card,EUR,2.84,523.9,2024,11,19
TR00000754,CU000246,AC00475,ST032,2024-05-04 10:00:00,Card,EUR,10.1,372.63,2024,5,4
TR00000755,CU000146,AC00380,ST007,2024-03-29 10:00:00,Card,EUR,14.16,850.67,2024,3,29
TR00000756,CU000518,AC00350,ST025,2025-08-08 22:00:00,BankTransfer,EUR,2.84,244.47,2025,8,8
TR00000757,CU000055,AC00203,ST004,2024-04-24 15:00:00,Card,EUR,0.0,124.36,2024,4,24
TR00000758,CU000208,AC00254,ST011,2024-08-31 16:00:00,Cash,EUR,6.41,177.94,2024,8,31
TR00000759,CU000064,AC00170,ST013,2025-12-04 05:00:00,Card,EUR,7.48,829.74,2025,12,4
TR00000760,CU000108,AC00517,ST039,2024-05-17 14:00:00,Invoice,EUR,0.0,944.32,2024,5,17
TR00000761,CU000458,AC00397,ST036,2025-08-27 16:00:00,Card,EUR,8.97,228.76,2025,8,27
TR00000762,CU000051,AC00129,ST006,2024-08-06 22:00:00,Invoice,EUR,9.91,732.04,2024,8,6
TR00000763,CU000092,AC00413,ST018,2024-06-30 10:00:00,Card,EUR,12.34,909.58,2024,6,30
TR00000764,CU000034,AC00093,ST001,2025-07-25 21:00:00,Card,EUR,10.07,0.0,2025,7,25
TR00000765,CU000215,AC00253,ST020,2025-03-04 03:00:00,Card,EUR,0.0,170.76,2025,3,4
TR00000766,CU000487,AC00132,ST008,2025-08-08 01:00:00,Card,EUR,0.0,31.54,2025,8,8
TR00000767,CU000247,AC00104,ST007,2025-03-12 15:00:00,Card,EUR,10.17,200.22,2025,3,12
TR00000768,CU000509,AC00183,ST007,2024-02-04 14:00:00,Card,EUR,2.14,978.57,2024,2,4
TR00000769,CU000478,AC00120,ST036,2024-01-04 19:00:00,Invoice,EUR,0.0,39.21,2024,1,4
TR00000770,CU000425,AC00484,ST003,2025-10-19 19:00:00,Card,EUR,10.72,1445.61,2025,10,19
TR00000771,CU000108,AC00517,ST025,2024-01-20 17:00:00,Card,EUR,0.0,207.56,2024,1,20
TR00000772,CU000160,AC00501,ST023,2025-12-12 13:00:00,Card,EUR,25.02,1115.32,2025,12,12
TR00000773,CU000053,AC00096,ST033,2025-08-27 21:00:00,Card,EUR,0.0,164.22,2025,8,27
TR00000774,CU000265,AC00279,ST007,2025-07-04 11:00:00,Card,EUR,0.0,790.06,2025,7,4
TR00000775,CU000292,AC00197,ST030,2024-10-03 10:00:00,Card,EUR,0.06,158.69,2024,10,3
TR00000776,CU000337,AC00098,ST024,2024-09-30 23:00:00,Card,EUR,2.24,975.37,2024,9,30
TR00000777,CU000010,AC00399,ST008,2024-11-18 11:00:00,Invoice,EUR,0.0,1367.95,2024,11,18
TR00000778,CU000079,AC00388,ST014,2025-08-27 20:00:00,Card,EUR,0.0,89.12,2025,8,27
TR00000779,CU000449,AC00109,ST022,2024-11-05 16:00:00,Card,EUR,13.84,1112.63,2024,11,5
TR00000780,CU000229,AC00507,ST022,2025-09-03 10:00:00,Card,EUR,14.6,0.0,2025,9,3
TR00000781,CU000170,AC00117,ST008,2024-07-11 15:00:00,Card,EUR,0.82,956.96,2024,7,11
TR00000782,CU000024,AC00209,ST031,2024-10-16 02:00:00,Card,EUR,20.03,526.87,2024,10,16
TR00000783,CU000171,AC00086,ST036,2024-08-02 20:00:00,Invoice,EUR,0.0,2563.41,2024,8,2
TR00000784,CU000455,AC00219,ST034,2025-03-19 08:00:00,Card,EUR,0.13,76.04,2025,3,19
TR00000785,CU000004,AC00073,ST031,2025-07-24 08:00:00,Card,EUR,9.85,129.05,2025,7,24
TR00000786,CU000141,AC00188,ST030,2025-07-13 18:00:00,Card,EUR,0.0,1064.53,2025,7,13
TR00000787,CU000058,AC00377,ST015,2025-08-04 01:00:00,BankTransfer,EUR,18.62,344.4,2025,8,4
TR00000788,CU000480,AC00287,ST008,2025-08-22 02:00:00,Card,EUR,8.48,67.07,2025,8,22
TR00000789,CU000426,AC00187,ST007,2024-07-14 20:00:00,Card,EUR,2.45,0.0,2024,7,14
TR00000790,CU000437,AC00294,ST002,2026-01-07 11:00:00,Card,EUR,10.13,239.14,2026,1,7
TR00000791,CU000114,AC00090,ST040,2025-03-31 12:00:00,Invoice,EUR,9.52,490.66,2025,3,31
TR00000792,CU000482,AC00418,ST010,2025-05-27 01:00:00,Card,EUR,0.0,437.69,2025,5,27
TR00000793,CU000133,AC00130,ST013,2024-04-24 17:00:00,Invoice,EUR,0.0,86.38,2024,4,24
TR00000794,CU000394,AC00306,ST017,2025-11-22 01:00:00,Card,EUR,3.96,171.88,2025,11,22
TR00000795,CU000493,AC00044,ST032,2025-05-05 05:00:00,Invoice,EUR,12.91,455.64,2025,5,5
TR00000796,CU000124,AC00158,ST035,2025-05-22 23:00:00,Cash,EUR,0.0,224.61,2025,5,22
TR00000797,CU000203,AC00373,ST032,2025-03-26 11:00:00,Card,EUR,0.14,87.86,2025,3,26
TR00000798,CU000347,AC00180,ST015,2025-08-17 18:00:00,Card,EUR,13.95,498.1,2025,8,17
TR00000799,CU000042,AC00034,ST029,2024-07-15 15:00:00,Card,EUR,14.62,62.61,2024,7,15
TR00000800,CU000430,AC00346,ST036,2025-12-06 11:00:00,Card,EUR,0.0,1589.89,2025,12,6
TR00000801,CU000109,AC00091,ST001,2024-05-20 01:00:00,Card,EUR,19.87,471.05,2024,5,20
TR00000802,CU000187,AC00415,ST019,2024-10-05 09:00:00,Invoice,EUR,0.0,1934.09,2024,10,5
TR00000803,CU000016,AC00061,ST036,2025-02-25 18:00:00,Card,EUR,5.0,1412.86,2025,2,25
TR00000804,CU000376,AC00487,ST023,2025-09-19 04:00:00,Card,EUR,0.0,766.5,2025,9,19
TR00000805,CU000477,AC00246,ST033,2024-01-31 01:00:00,Card,EUR,21.76,1179.71,2024,1,31
TR00000806,CU000033,AC00236,ST001,2024-11-10 00:00:00,Invoice,EUR,19.74,262.83,2024,11,10
TR00000807,CU000174,AC00101,ST017,2025-01-07 19:00:00,Card,EUR,8.36,832.99,2025,1,7
TR00000808,CU000301,AC00546,ST013,2026-01-05 05:00:00,Card,EUR,0.0,281.97,2026,1,5
TR00000809,CU000139,AC00362,ST014,2024-09-04 09:00:00,Invoice,EUR,0.81,16.45,2024,9,4
TR00000810,CU000405,AC00449,ST012,2025-06-25 19:00:00,Invoice,EUR,0.0,44.09,2025,6,25
TR00000811,CU000167,AC00113,ST008,2025-06-24 19:00:00,Invoice,EUR,24.81,219.5,2025,6,24
TR00000812,CU000401,AC00401,ST038,2024-12-27 17:00:00,Card,EUR,16.22,67.08,2024,12,27
TR00000813,CU000039,AC00332,ST025,2024-08-11 20:00:00,Card,EUR,0.0,834.81,2024,8,11
TR00000814,CU000392,AC00455,ST036,2025-09-23 03:00:00,Card,EUR,5.44,485.65,2025,9,23
TR00000815,CU000361,AC00271,ST030,2024-02-19 10:00:00,Card,EUR,2.08,231.73,2024,2,19
TR00000816,CU000266,AC00177,ST026,2024-11-01 12:00:00,Invoice,EUR,5.64,0.0,2024,11,1
TR00000817,CU000484,AC00302,ST002,2024-08-06 07:00:00,Invoice,EUR,1.26,918.05,2024,8,6
TR00000818,CU000399,AC00345,ST029,2025-06-13 07:00:00,Card,EUR,0.0,409.81,2025,6,13
TR00000819,CU000366,AC00450,ST005,2025-07-05 01:00:00,Card,EUR,8.13,521.38,2025,7,5
TR00000820,CU000448,AC00522,ST040,2024-11-08 14:00:00,Card,EUR,0.0,423.48,2024,11,8
TR00000821,CU000122,AC00011,ST016,2025-07-15 08:00:00,Card,EUR,4.21,1044.11,2025,7,15
TR00000822,CU000374,AC00243,ST010,2024-08-15 01:00:00,Card,EUR,13.11,374.74,2024,8,15
TR00000823,CU000092,AC00413,ST021,2024-04-27 03:00:00,Card,EUR,0.0,201.85,2024,4,27
TR00000824,CU000057,AC00143,ST008,2025-09-27 16:00:00,Card,EUR,0.0,239.87,2025,9,27
TR00000825,CU000417,AC00520,ST020,2024-02-02 20:00:00,Card,EUR,0.0,486.65,2024,2,2
TR00000826,CU000149,AC00541,ST025,2024-08-07 12:00:00,Card,EUR,0.0,399.0,2024,8,7
TR00000827,CU000075,AC00167,ST001,2025-07-16 01:00:00,Invoice,EUR,11.77,607.96,2025,7,16
TR00000828,CU000492,AC00068,ST001,2025-08-22 15:00:00,Cash,EUR,2.52,650.21,2025,8,22
TR00000829,CU000223,AC00398,ST013,2024-12-30 02:00:00,Card,EUR,0.0,594.15,2024,12,30
TR00000830,CU000373,AC00467,ST003,2024-08-22 06:00:00,Card,EUR,20.44,0.0,2024,8,22
TR00000831,CU000265,AC00279,ST011,2024-06-06 06:00:00,Card,EUR,10.33,793.7,2024,6,6
TR00000832,CU000289,AC00319,ST014,2024-12-23 04:00:00,Card,EUR,12.01,443.8,2024,12,23
TR00000833,CU000116,AC00431,ST040,2025-03-03 10:00:00,Cash,EUR,7.66,494.76,2025,3,3
TR00000834,CU000228,AC00369,ST037,2024-07-22 15:00:00,Card,EUR,1.8,1089.41,2024,7,22
TR00000835,CU000141,AC00188,ST019,2025-11-22 21:00:00,Invoice,EUR,0.0,97.79,2025,11,22
TR00000836,CU000300,AC00041,ST033,2025-07-22 04:00:00,Card,EUR,20.59,451.11,2025,7,22
TR00000837,CU000068,AC00436,ST015,2024-04-26 06:00:00,Invoice,EUR,14.77,415.92,2024,4,26
TR00000838,CU000025,AC00301,ST001,2025-11-01 10:00:00,Card,EUR,12.22,499.66,2025,11,1
TR00000839,CU000309,AC00013,ST007,2025-10-10 17:00:00,Card,EUR,0.0,746.49,2025,10,10
TR00000840,CU000436,AC00512,ST039,2025-05-29 08:00:00,Card,EUR,6.55,0.0,2025,5,29
TR00000841,CU000077,AC00353,ST001,2024-06-08 11:00:00,Invoice,EUR,0.0,270.88,2024,6,8
TR00000842,CU000324,AC00356,ST015,2025-10-08 19:00:00,Card,EUR,0.0,0.0,2025,10,8
TR00000843,CU000048,AC00550,ST010,2024-12-08 06:00:00,Invoice,EUR,0.0,339.04,2024,12,8
TR00000844,CU000104,AC00005,ST024,2025-07-06 09:00:00,Cash,EUR,0.0,372.03,2025,7,6
TR00000845,CU000073,AC00280,ST025,2025-03-28 18:00:00,Card,EUR,0.0,560.86,2025,3,28
TR00000846,CU000488,AC00022,ST024,2025-10-06 06:00:00,Card,EUR,20.25,1031.43,2025,10,6
TR00000847,CU000398,AC00146,ST019,2025-08-21 18:00:00,Card,EUR,4.21,811.34,2025,8,21
TR00000848,CU000414,AC00179,ST016,2025-03-08 23:00:00,Card,EUR,20.09,416.1,2025,3,8
TR00000849,CU000237,AC00135,ST040,2024-05-30 08:00:00,Card,EUR,3.15,636.12,2024,5,30
TR00000850,CU000338,AC00023,ST015,2026-01-07 07:00:00,Invoice,EUR,3.0,629.26,2026,1,7
TR00000851,CU000318,AC00510,ST036,2024-04-21 03:00:00,Card,EUR,21.12,781.18,2024,4,21
TR00000852,CU000093,AC00055,ST006,2024-07-20 10:00:00,Cash,EUR,0.0,432.05,2024,7,20
TR00000853,CU000004,AC00073,ST021,2025-09-19 01:00:00,Card,EUR,9.78,388.93,2025,9,19
TR00000854,CU000018,AC00521,ST008,2025-08-18 04:00:00,Card,EUR,7.7,354.24,2025,8,18
TR00000855,CU000283,AC00314,ST032,2024-04-07 04:00:00,Card,EUR,4.03,504.53,2024,4,7
TR00000856,CU000431,AC00174,ST017,2024-08-08 09:00:00,Card,EUR,11.16,503.27,2024,8,8
TR00000857,CU000160,AC00501,ST032,2024-01-13 08:00:00,Card,EUR,11.2,342.88,2024,1,13
TR00000858,CU000518,AC00350,ST038,2024-08-29 21:00:00,Card,EUR,0.0,695.57,2024,8,29
TR00000859,CU000435,AC00081,ST008,2025-12-04 07:00:00,Card,EUR,6.73,189.21,2025,12,4
TR00000860,CU000328,AC00432,ST031,2024-01-31 00:00:00,Card,EUR,16.6,984.44,2024,1,31
TR00000861,CU000253,AC00181,ST036,2025-06-07 02:00:00,Cash,EUR,0.0,657.39,2025,6,7
TR00000862,CU000346,AC00442,ST021,2025-12-29 18:00:00,Card,EUR,4.18,790.99,2025,12,29
TR00000863,CU000114,AC00090,ST009,2025-05-11 10:00:00,Card,EUR,23.85,1080.66,2025,5,11
TR00000864,CU000079,AC00388,ST029,2025-06-09 03:00:00,Card,EUR,14.0,744.26,2025,6,9
TR00000865,CU000505,AC00037,ST022,2025-07-18 07:00:00,Card,EUR,13.55,586.38,2025,7,18
TR00000866,CU000101,AC00026,ST009,2024-07-05 15:00:00,Card,EUR,0.0,193.33,2024,7,5
TR00000867,CU000240,AC00549,ST038,2025-01-13 19:00:00,Card,EUR,0.0,27.71,2025,1,13
TR00000868,CU000382,AC00526,ST037,2024-08-20 23:00:00,Invoice,EUR,8.45,118.85,2024,8,20
TR00000869,CU000510,AC00295,ST033,2024-09-11 20:00:00,Invoice,EUR,14.91,328.72,2024,9,11
TR00000870,CU000101,AC00026,ST022,2024-04-20 03:00:00,Cash,EUR,10.44,1029.2,2024,4,20
TR00000871,CU000371,AC00530,ST017,2025-04-08 13:00:00,Invoice,EUR,0.0,217.72,2025,4,8
TR00000872,CU000159,AC00134,ST025,2025-07-10 22:00:00,Invoice,EUR,32.58,223.18,2025,7,10
TR00000873,CU000047,AC00508,ST039,2024-09-20 11:00:00,Card,EUR,4.19,20.57,2024,9,20
TR00000874,CU000473,AC00021,ST011,2025-10-19 04:00:00,Card,EUR,15.48,484.85,2025,10,19
TR00000875,CU000233,AC00284,ST025,2026-01-09 02:00:00,Card,EUR,0.2,125.42,2026,1,9
TR00000876,CU000020,AC00119,ST010,2024-06-19 07:00:00,Card,EUR,0.0,289.44,2024,6,19
TR00000877,CU000303,AC00071,ST019,2024-04-27 23:00:00,Card,EUR,17.92,360.75,2024,4,27
TR00000878,CU000446,AC00220,ST024,2024-11-10 16:00:00,BankTransfer,EUR,19.34,886.04,2024,11,10
TR00000879,CU000287,AC00335,ST028,2025-08-31 13:00:00,Invoice,EUR,2.15,808.99,2025,8,31
TR00000880,CU000474,AC00245,ST030,2025-10-24 10:00:00,Card,EUR,0.0,167.48,2025,10,24
TR00000881,CU000145,AC00009,ST003,2024-07-15 16:00:00,Card,EUR,25.66,16.14,2024,7,15
TR00000882,CU000367,AC00225,ST005,2024-06-03 21:00:00,Card,EUR,2.51,62.97,2024,6,3
TR00000883,CU000453,AC00241,ST007,2024-02-27 06:00:00,Card,EUR,0.0,0.0,2024,2,27
TR00000884,CU000028,AC00547,ST030,2024-03-21 20:00:00,Card,EUR,0.03,327.35,2024,3,21
TR00000885,CU000209,AC00050,ST004,2025-11-23 23:00:00,Card,EUR,5.58,403.59,2025,11,23
TR00000886,CU000513,AC00485,ST030,2025-09-06 07:00:00,Card,EUR,9.04,377.07,2025,9,6
TR00000887,CU000126,AC00016,ST024,2025-05-02 00:00:00,Card,EUR,12.42,309.52,2025,5,2
TR00000888,CU000394,AC00306,ST017,2024-02-14 03:00:00,Cash,EUR,0.0,1338.44,2024,2,14
TR00000889,CU000493,AC00044,ST035,2025-06-30 11:00:00,Invoice,EUR,6.66,129.36,2025,6,30
TR00000890,CU000236,AC00118,ST031,2025-11-03 00:00:00,Card,EUR,0.0,317.62,2025,11,3
TR00000891,CU000063,AC00003,ST014,2024-06-10 04:00:00,Invoice,EUR,5.19,950.57,2024,6,10
TR00000892,CU000101,AC00026,ST032,2025-11-04 02:00:00,Card,EUR,14.57,306.49,2025,11,4
TR00000893,CU000326,AC00289,ST020,2025-03-21 13:00:00,Invoice,EUR,24.26,1024.33,2025,3,21
TR00000894,CU000234,AC00539,ST034,2025-05-15 11:00:00,Card,EUR,16.77,753.76,2025,5,15
TR00000895,CU000017,AC00171,ST012,2024-05-17 13:00:00,Card,EUR,0.0,1628.66,2024,5,17
TR00000896,CU000453,AC00241,ST019,2025-03-13 04:00:00,Card,EUR,6.8,449.88,2025,3,13
TR00000897,CU000075,AC00167,ST020,2024-05-19 09:00:00,Card,EUR,12.89,743.32,2024,5,19
TR00000898,CU000516,AC00367,ST021,2025-01-23 13:00:00,Card,EUR,14.59,417.0,2025,1,23
TR00000899,CU000471,AC00094,ST012,2024-10-23 06:00:00,Cash,EUR,0.0,987.31,2024,10,23
TR00000900,CU000393,AC00072,ST004,2024-02-24 20:00:00,Card,EUR,2.7,606.7,2024,2,24
TR00000901,CU000166,AC00420,ST037,2025-07-17 00:00:00,Card,EUR,24.1,521.47,2025,7,17
TR00000902,CU000177,AC00211,ST022,2025-02-15 03:00:00,Card,EUR,9.44,182.92,2025,2,15
TR00000903,CU000266,AC00177,ST026,2024-08-28 18:00:00,Cash,EUR,14.75,625.52,2024,8,28
TR00000904,CU000413,AC00133,ST010,2025-09-09 13:00:00,Card,EUR,4.83,515.37,2025,9,9
TR00000905,CU000462,AC00290,ST012,2024-02-06 23:00:00,Card,EUR,0.0,75.26,2024,2,6
TR00000906,CU000308,AC00184,ST003,2024-11-08 20:00:00,Card,EUR,23.11,744.31,2024,11,8
TR00000907,CU000460,AC00400,ST027,2025-01-05 20:00:00,Card,EUR,9.37,202.24,2025,1,5
TR00000908,CU000439,AC00237,ST017,2024-08-04 12:00:00,Card,EUR,7.02,582.62,2024,8,4
TR00000909,CU000140,AC00261,ST001,2025-05-13 19:00:00,Card,EUR,23.98,826.71,2025,5,13
TR00000910,CU000457,AC00087,ST025,2024-02-21 13:00:00,Card,EUR,0.0,841.4,2024,2,21
TR00000911,CU000212,AC00019,ST010,2024-09-26 16:00:00,Card,EUR,0.0,422.18,2024,9,26
TR00000912,CU000490,AC00057,ST005,2025-06-17 19:00:00,Card,EUR,17.96,6.66,2025,6,17
TR00000913,CU000212,AC00019,ST022,2025-07-08 15:00:00,Card,EUR,6.23,260.69,2025,7,8
TR00000914,CU000214,AC00226,ST036,2024-08-28 00:00:00,Card,EUR,7.13,615.57,2024,8,28
TR00000915,CU000411,AC00229,ST031,2025-07-25 03:00:00,Card,EUR,3.72,739.8,2025,7,25
TR00000916,CU000428,AC00464,ST009,2024-07-18 17:00:00,Card,EUR,13.14,601.95,2024,7,18
TR00000917,CU000367,AC00225,ST039,2024-02-22 14:00:00,Card,EUR,21.06,377.07,2024,2,22
TR00000918,CU000129,AC00100,ST014,2024-05-24 12:00:00,Card,EUR,9.4,181.34,2024,5,24
TR00000919,CU000442,AC00097,ST033,2025-08-26 10:00:00,Card,EUR,4.96,851.04,2025,8,26
TR00000920,CU000487,AC00132,ST039,2025-08-24 12:00:00,Card,EUR,0.0,368.28,2025,8,24
TR00000921,CU000054,AC00138,ST027,2024-08-15 20:00:00,Card,EUR,9.94,1357.37,2024,8,15
TR00000922,CU000031,AC00089,ST017,2024-03-08 03:00:00,Card,EUR,23.32,1874.4,2024,3,8
TR00000923,CU000403,AC00240,ST038,2024-02-06 03:00:00,Cash,EUR,23.73,593.67,2024,2,6
TR00000924,CU000240,AC00549,ST012,2024-05-11 04:00:00,Cash,EUR,12.89,488.35,2024,5,11
TR00000925,CU000059,AC00474,ST022,2025-04-27 05:00:00,Cash,EUR,0.0,706.17,2025,4,27
TR00000926,CU000380,AC00454,ST016,2024-04-13 10:00:00,Card,EUR,1.94,476.56,2024,4,13
TR00000927,CU000266,AC00177,ST001,2025-04-24 16:00:00,Card,EUR,0.0,155.69,2025,4,24
TR00000928,CU000356,AC00435,ST002,2024-10-07 12:00:00,Card,EUR,1.46,166.88,2024,10,7
TR00000929,CU000149,AC00541,ST031,2024-09-09 06:00:00,Card,EUR,0.0,180.04,2024,9,9
TR00000930,CU000205,AC00247,ST037,2025-04-16 07:00:00,Card,EUR,0.0,360.21,2025,4,16
TR00000931,CU000429,AC00351,ST006,2024-10-10 19:00:00,Card,EUR,9.09,196.67,2024,10,10
TR00000932,CU000336,AC00428,ST039,2024-03-15 19:00:00,Card,EUR,0.36,279.57,2024,3,15
TR00000933,CU000461,AC00251,ST028,2025-07-25 04:00:00,Card,EUR,5.85,197.29,2025,7,25
TR00000934,CU000264,AC00079,ST001,2024-09-15 22:00:00,Card,EUR,7.29,1170.3,2024,9,15
TR00000935,CU000322,AC00222,ST013,2024-09-13 01:00:00,Card,EUR,0.0,0.0,2024,9,13
TR00000936,CU000330,AC00105,ST027,2025-07-21 14:00:00,Cash,EUR,8.82,213.75,2025,7,21
TR00000937,CU000462,AC00290,ST004,2025-03-05 02:00:00,Card,EUR,7.97,477.02,2025,3,5
TR00000938,CU000486,AC00465,ST033,2024-11-10 10:00:00,Card,EUR,1.02,1399.13,2024,11,10
TR00000939,CU000475,AC00038,ST032,2024-03-12 22:00:00,Card,EUR,1.6,1427.6,2024,3,12
TR00000940,CU000348,AC00506,ST023,2025-07-27 12:00:00,Card,EUR,0.0,92.76,2025,7,27
TR00000941,CU000261,AC00387,ST011,2024-04-12 07:00:00,Card,EUR,6.77,403.61,2024,4,12
TR00000942,CU000447,AC00282,ST005,2024-09-04 23:00:00,Card,EUR,12.97,79.27,2024,9,4
TR00000943,CU000029,AC00213,ST016,2025-01-31 01:00:00,Card,EUR,0.0,448.74,2025,1,31
TR00000944,CU000266,AC00177,ST010,2024-02-12 12:00:00,Card,EUR,10.14,33.25,2024,2,12
TR00000945,CU000186,AC00062,ST031,2024-05-28 21:00:00,Invoice,EUR,17.24,333.98,2024,5,28
TR00000946,CU000216,AC00427,ST026,2024-12-21 00:00:00,Card,EUR,18.13,683.72,2024,12,21
TR00000947,CU000134,AC00145,ST030,2025-10-09 02:00:00,Cash,EUR,2.07,618.99,2025,10,9
TR00000948,CU000212,AC00019,ST012,2025-10-04 17:00:00,Invoice,EUR,3.75,83.14,2025,10,4
TR00000949,CU000062,AC00082,ST012,2025-05-08 10:00:00,Card,EUR,9.01,236.21,2025,5,8
TR00000950,CU000180,AC00515,ST010,2025-02-12 03:00:00,Cash,EUR,18.54,1427.3,2025,2,12
TR00000951,CU000494,AC00500,ST007,2024-01-11 20:00:00,Card,EUR,0.0,392.69,2024,1,11
TR00000952,CU000109,AC00091,ST005,2024-01-21 20:00:00,Invoice,EUR,0.0,297.12,2024,1,21
TR00000953,CU000476,AC00056,ST024,2024-06-14 03:00:00,Cash,EUR,14.33,115.3,2024,6,14
TR00000954,CU000502,AC00411,ST028,2024-03-28 11:00:00,Card,EUR,26.99,2030.68,2024,3,28
TR00000955,CU000124,AC00158,ST032,2024-12-11 20:00:00,Card,EUR,15.94,327.53,2024,12,11
TR00000956,CU000110,AC00092,ST028,2024-12-16 05:00:00,Card,EUR,6.89,508.4,2024,12,16
TR00000957,CU000169,AC00195,ST004,2025-09-25 09:00:00,Card,EUR,4.99,584.25,2025,9,25
TR00000958,CU000302,AC00340,ST011,2024-11-10 23:00:00,Card,EUR,17.39,338.75,2024,11,10
TR00000959,CU000381,AC00165,ST008,2024-01-21 23:00:00,Card,EUR,18.4,615.58,2024,1,21
TR00000960,CU000296,AC00499,ST018,2025-09-25 01:00:00,Invoice,EUR,13.2,1416.12,2025,9,25
TR00000961,CU000414,AC00179,ST037,2024-10-19 04:00:00,Card,EUR,0.0,421.87,2024,10,19
TR00000962,CU000239,AC00434,ST003,2025-03-22 07:00:00,Card,EUR,0.0,1276.04,2025,3,22
TR00000963,CU000384,AC00543,ST012,2025-09-24 05:00:00,Card,EUR,3.47,525.44,2025,9,24
TR00000964,CU000107,AC00185,ST028,2025-04-27 08:00:00,Card,EUR,0.37,1337.88,2025,4,27
TR00000965,CU000009,AC00344,ST014,2025-01-18 08:00:00,Card,EUR,3.68,423.82,2025,1,18
TR00000966,CU000184,AC00477,ST012,2025-01-20 20:00:00,Card,EUR,4.23,300.33,2025,1,20
TR00000967,CU000031,AC00089,ST012,2024-04-24 00:00:00,Card,EUR,17.73,703.8,2024,4,24
TR00000968,CU000424,AC00200,ST037,2025-11-26 04:00:00,Card,EUR,6.17,27.79,2025,11,26
TR00000969,CU000015,AC00250,ST007,2025-05-10 03:00:00,Card,EUR,0.0,0.0,2025,5,10
TR00000970,CU000273,AC00201,ST012,2024-01-04 10:00:00,Card,EUR,1.81,0.0,2024,1,4
TR00000971,CU000408,AC00164,ST018,2024-08-29 20:00:00,Card,EUR,16.62,9.2,2024,8,29
TR00000972,CU000508,AC00352,ST005,2025-06-17 20:00:00,Card,EUR,19.61,830.78,2025,6,17
TR00000973,CU000063,AC00003,ST028,2024-03-26 05:00:00,Card,EUR,26.56,56.51,2024,3,26
TR00000974,CU000026,AC00349,ST005,2024-03-05 16:00:00,Card,EUR,3.78,111.78,2024,3,5
TR00000975,CU000462,AC00290,ST030,2024-02-04 08:00:00,Card,EUR,4.36,160.86,2024,2,4
TR00000976,CU000020,AC00119,ST014,2024-08-04 13:00:00,Invoice,EUR,10.02,66.98,2024,8,4
TR00000977,CU000083,AC00266,ST026,2024-02-09 01:00:00,Card,EUR,0.0,1158.95,2024,2,9
TR00000978,CU000199,AC00169,ST029,2024-05-07 03:00:00,Invoice,EUR,3.39,270.49,2024,5,7
TR00000979,CU000041,AC00291,ST022,2025-05-24 22:00:00,Card,EUR,6.1,296.86,2025,5,24
TR00000980,CU000012,AC00235,ST003,2024-01-18 13:00:00,BankTransfer,EUR,2.99,376.09,2024,1,18
TR00000981,CU000299,AC00260,ST038,2024-10-19 09:00:00,Card,EUR,0.0,197.62,2024,10,19
TR00000982,CU000204,AC00339,ST014,2024-04-10 22:00:00,Card,EUR,15.06,461.23,2024,4,10
TR00000983,CU000190,AC00257,ST027,2025-05-22 09:00:00,Invoice,EUR,24.84,797.55,2025,5,22
TR00000984,CU000470,AC00394,ST012,2025-06-03 07:00:00,Card,EUR,9.51,407.01,2025,6,3
TR00000985,CU000260,AC00025,ST018,2025-07-28 02:00:00,Card,EUR,17.08,450.98,2025,7,28
TR00000986,CU000386,AC00269,ST037,2024-04-10 01:00:00,Cash,EUR,0.0,522.45,2024,4,10
TR00000987,CU000230,AC00047,ST008,2025-10-15 13:00:00,Card,EUR,8.03,640.28,2025,10,15
TR00000988,CU000452,AC00502,ST011,2024-10-21 15:00:00,Invoice,EUR,17.27,369.32,2024,10,21
TR00000989,CU000286,AC00478,ST029,2025-11-19 19:00:00,Card,EUR,8.77,78.59,2025,11,19
TR00000990,CU000444,AC00107,ST016,2024-11-30 10:00:00,Invoice,EUR,16.68,339.73,2024,11,30
TR00000991,CU000006,AC00032,ST035,2024-05-02 11:00:00,Invoice,EUR,5.22,165.39,2024,5,2
TR00000992,CU000228,AC00369,ST037,2025-03-12 05:00:00,Card,EUR,7.13,545.45,2025,3,12
TR00000993,CU000034,AC00093,ST026,2024-09-02 00:00:00,Card,EUR,7.83,676.54,2024,9,2
TR00000994,CU000333,AC00358,ST017,2026-01-01 15:00:00,Card,EUR,0.0,544.72,2026,1,1
TR00000995,CU000063,AC00003,ST011,2024-08-06 15:00:00,Card,EUR,0.0,5.69,2024,8,6
TR00000996,CU000359,AC00142,ST040,2024-07-20 03:00:00,Card,EUR,19.16,269.85,2024,7,20
