TransactionId,TransactionDateTime,StoreId,Currency,PaymentMethod,DiscountEUR,CustomerId,AccountId,ContactId,AnonymousShopperId,TotalNetAmountEUR,Year,Month,Day
TR00001667,2024-01-30 09:00:00,ST003,EUR,Card,14.2,,,,AN000424,955.16,2024,1,30
TR00001668,2025-03-08 21:00:00,ST020,EUR,Invoice,3.79,,,,AN000716,256.96,2025,3,8
TR00001669,2024-12-17 01:00:00,ST018,EUR,Card,3.2,CU000402,AC00328,CO000175,,625.63,2024,12,17
TR00001670,2025-11-09 09:00:00,ST018,EUR,Cash,17.6,CU000519,AC00042,CO000277,,0.0,2025,11,9
TR00001671,2024-04-02 10:00:00,ST019,EUR,Card,0.01,CU000361,AC00134,CO000536,,101.31,2024,4,2
TR00001672,2024-06-29 22:00:00,ST029,EUR,Card,11.06,CU000217,AC00024,CO000924,,589.6,2024,6,29
TR00001673,2025-08-30 19:00:00,ST033,EUR,Invoice,0.0,,,,AN000237,681.76,2025,8,30
TR00001674,2025-07-28 02:00:00,ST025,EUR,Cash,8.76,,,,AN000376,491.24,2025,7,28
TR00001675,2024-10-07 10:00:00,ST032,EUR,Card,8.85,CU000107,AC00485,,,652.97,2024,10,7
TR00001676,2024-08-09 12:00:00,ST008,EUR,Card,14.71,CU000521,AC00490,CO000984,,1238.4,2024,8,9
TR00001677,2024-08-31 05:00:00,ST035,EUR,Card,18.14,CU000245,AC00454,CO000738,,315.27,2024,8,31
TR00001678,2024-01-11 21:00:00,ST020,EUR,Card,12.92,CU000386,AC00582,,,457.29,2024,1,11
TR00001679,2024-10-13 08:00:00,ST004,EUR,Card,18.93,,,,AN000476,956.67,2024,10,13
TR00001680,2025-08-12 09:00:00,ST016,EUR,Card,0.0,,,,AN000738,1319.7,2025,8,12
TR00001681,2025-07-01 20:00:00,ST015,EUR,Card,4.88,,,,AN000254,859.62,2025,7,1
TR00001682,2025-11-21 18:00:00,ST014,EUR,Card,1.82,CU000412,AC00218,CO000659,,329.05,2025,11,21
TR00001683,2025-06-02 09:00:00,ST010,EUR,Card,1.8,,,,AN000578,782.27,2025,6,2
TR00001684,2024-07-05 16:00:00,ST015,EUR,Card,14.5,CU000177,AC00544,CO000261,,78.1,2024,7,5
TR00001685,2025-04-04 01:00:00,ST021,EUR,Card,0.23,,,,AN000371,0.0,2025,4,4
TR00001686,2025-05-25 17:00:00,ST025,EUR,Card,4.58,,,,AN000005,937.34,2025,5,25
TR00001687,2024-03-22 00:00:00,ST035,EUR,Card,6.43,CU000521,AC00490,CO000984,,816.9,2024,3,22
TR00001688,2024-12-05 13:00:00,ST030,EUR,Invoice,0.0,,,,AN000583,467.86,2024,12,5
TR00001689,2024-03-05 02:00:00,ST039,EUR,Card,0.0,CU000543,AC00294,,,374.63,2024,3,5
TR00001690,2025-01-19 16:00:00,ST012,EUR,BankTransfer,0.0,CU000130,AC00503,,,169.82,2025,1,19
TR00001691,2024-03-30 15:00:00,ST031,EUR,Card,6.75,,,,AN000742,110.16,2024,3,30
TR00001692,2024-09-27 01:00:00,ST001,EUR,Invoice,3.3,CU000491,AC00356,CO000356,,1383.78,2024,9,27
TR00001693,2025-05-04 09:00:00,ST005,EUR,Card,6.75,CU000450,AC00150,,,504.06,2025,5,4
TR00001694,2024-12-10 11:00:00,ST011,EUR,Card,0.0,CU000277,AC00514,CO000184,,38.35,2024,12,10
TR00001695,2025-02-19 11:00:00,ST020,EUR,Card,0.0,CU000146,AC00592,CO000868,,183.09,2025,2,19
TR00001696,2024-10-30 05:00:00,ST017,EUR,Card,0.0,,,,AN000215,1026.88,2024,10,30
TR00001697,2025-01-11 07:00:00,ST018,EUR,Card,20.06,,,,AN000150,216.26,2025,1,11
TR00001698,2025-09-23 01:00:00,ST001,EUR,Card,0.0,CU000253,AC00312,,,356.16,2025,9,23
TR00001699,2024-08-05 01:00:00,ST024,EUR,Card,19.7,,,,AN000098,127.31,2024,8,5
TR00001700,2026-01-05 12:00:00,ST037,EUR,Invoice,9.94,CU000385,AC00277,,,722.77,2026,1,5
TR00001701,2025-08-11 10:00:00,ST005,EUR,Card,0.12,CU000253,AC00312,,,90.57,2025,8,11
TR00001702,2024-03-11 18:00:00,ST013,EUR,Invoice,15.28,,,,AN000288,163.83,2024,3,11
TR00001703,2025-07-26 00:00:00,ST003,EUR,Cash,0.0,,,,AN000671,61.11,2025,7,26
TR00001704,2024-05-16 02:00:00,ST006,EUR,Invoice,0.0,CU000139,AC00531,,,524.13,2024,5,16
TR00001705,2025-10-15 14:00:00,ST008,EUR,Card,0.0,CU000513,AC00247,CO000248,,0.0,2025,10,15
TR00001706,2024-09-04 00:00:00,ST039,EUR,Card,8.48,CU000521,AC00490,CO000984,,884.4,2024,9,4
TR00001707,2024-03-26 00:00:00,ST003,EUR,Card,0.0,CU000212,AC00453,CO000793,,557.42,2024,3,26
TR00001708,2024-03-07 09:00:00,ST017,EUR,Cash,26.13,,,,AN000050,1107.84,2024,3,7
TR00001709,2024-01-02 08:00:00,ST010,EUR,Card,15.52,CU000413,AC00193,CO000091,,266.35,2024,1,2
TR00001710,2025-02-21 20:00:00,ST038,EUR,Card,0.0,CU000174,AC00406,CO000927,,595.45,2025,2,21
TR00001711,2024-04-06 19:00:00,ST031,EUR,Card,0.0,,,,AN000334,709.1,2024,4,6
TR00001712,2024-07-17 03:00:00,ST003,EUR,Cash,7.5,,,,AN000332,1033.57,2024,7,17
TR00001713,2025-01-19 14:00:00,ST008,EUR,Cash,9.36,CU000162,AC00162,CO000135,,1261.53,2025,1,19
TR00001714,2025-09-18 17:00:00,ST012,EUR,Card,6.55,CU000214,AC00535,,,0.0,2025,9,18
TR00001715,2024-02-28 17:00:00,ST030,EUR,Invoice,6.14,CU000483,AC00475,CO000205,,316.07,2024,2,28
TR00001716,2025-10-14 23:00:00,ST007,EUR,BankTransfer,7.22,CU000522,AC00052,,,2600.25,2025,10,14
TR00001717,2025-12-21 07:00:00,ST005,EUR,Card,0.0,,,,AN000784,194.65,2025,12,21
TR00001718,2024-09-26 04:00:00,ST008,EUR,Card,20.24,CU000254,AC00243,CO000271,,2075.78,2024,9,26
TR00001719,2024-03-20 10:00:00,ST040,EUR,Card,1.03,,,,AN000022,688.75,2024,3,20
TR00001720,2025-11-06 21:00:00,ST005,EUR,Card,0.0,,,,AN000016,128.7,2025,11,6
TR00001721,2025-05-02 23:00:00,ST026,EUR,Card,0.0,CU000385,AC00277,,,2018.81,2025,5,2
TR00001722,2025-12-03 11:00:00,ST004,EUR,Card,30.56,CU000078,AC00500,,,258.1,2025,12,3
TR00001723,2024-04-02 23:00:00,ST039,EUR,Card,2.69,CU000322,AC00536,,,1248.94,2024,4,2
TR00001724,2025-09-06 14:00:00,ST007,EUR,Card,0.0,CU000140,AC00597,,,408.26,2025,9,6
TR00001725,2024-09-01 07:00:00,ST027,EUR,Invoice,0.0,,,,AN000332,750.16,2024,9,1
TR00001726,2025-08-17 00:00:00,ST035,EUR,Invoice,0.0,CU000116,AC00183,,,0.0,2025,8,17
TR00001727,2024-11-06 19:00:00,ST029,EUR,Card,1.78,,,,AN000626,528.9,2024,11,6
TR00001728,2024-12-11 23:00:00,ST040,EUR,Card,6.98,CU000445,AC00222,,,1276.26,2024,12,11
TR00001729,2024-06-16 01:00:00,ST012,EUR,Invoice,15.94,CU000454,AC00346,,,883.62,2024,6,16
TR00001730,2025-09-12 20:00:00,ST024,EUR,Card,0.0,,,,AN000634,216.87,2025,9,12
TR00001731,2025-03-14 23:00:00,ST003,EUR,Invoice,12.86,CU000029,AC00464,CO000294,,106.82,2025,3,14
TR00001732,2024-05-02 16:00:00,ST036,EUR,Card,9.05,,,,AN000796,0.0,2024,5,2
TR00001733,2024-05-25 11:00:00,ST036,EUR,Invoice,18.16,,,,AN000515,246.02,2024,5,25
TR00001734,2024-02-07 19:00:00,ST014,EUR,Card,16.41,,,,AN000204,1006.66,2024,2,7
TR00001735,2025-11-22 13:00:00,ST010,EUR,Card,3.87,CU000184,AC00214,CO000333,,140.65,2025,11,22
TR00001736,2024-12-15 07:00:00,ST012,EUR,Card,23.23,,,,AN000604,0.0,2024,12,15
TR00001737,2024-04-18 02:00:00,ST001,EUR,Card,22.15,CU000463,AC00065,CO000999,,1318.72,2024,4,18
TR00001738,2024-01-19 04:00:00,ST023,EUR,Card,0.0,,,,AN000369,54.32,2024,1,19
TR00001739,2025-02-20 21:00:00,ST033,EUR,Card,10.91,CU000193,AC00147,CO000401,,401.62,2025,2,20
TR00001740,2024-08-08 08:00:00,ST003,EUR,Invoice,22.72,CU000042,AC00053,CO000196,,340.62,2024,8,8
TR00001741,2025-02-16 19:00:00,ST031,EUR,BankTransfer,1.24,CU000393,AC00339,CO000983,,489.59,2025,2,16
TR00001742,2025-02-11 09:00:00,ST006,EUR,Card,14.64,,,,AN000356,1352.11,2025,2,11
TR00001743,2025-01-17 16:00:00,ST039,EUR,Card,2.92,,,,AN000321,116.3,2025,1,17
TR00001744,2025-09-17 04:00:00,ST002,EUR,Card,2.57,CU000052,AC00511,CO000594,,157.49,2025,9,17
TR00001745,2025-11-02 15:00:00,ST027,EUR,Card,0.0,,,,AN000582,1406.34,2025,11,2
TR00001746,2024-04-22 01:00:00,ST013,EUR,Cash,0.0,CU000379,AC00375,CO000172,,491.85,2024,4,22
TR00001747,2024-02-06 09:00:00,ST017,EUR,Card,7.56,CU000075,AC00362,,,627.84,2024,2,6
TR00001748,2025-07-02 12:00:00,ST021,EUR,Card,0.0,CU000257,AC00322,,,175.2,2025,7,2
TR00001749,2025-05-23 00:00:00,ST016,EUR,Invoice,7.92,CU000045,AC00342,,,409.55,2025,5,23
TR00001750,2024-02-11 03:00:00,ST010,EUR,Card,6.21,,,,AN000221,0.0,2024,2,11
TR00001751,2025-12-01 09:00:00,ST019,EUR,Invoice,0.0,,,,AN000734,1708.45,2025,12,1
TR00001752,2025-01-04 03:00:00,ST005,EUR,Card,3.17,CU000151,AC00133,CO000159,,0.0,2025,1,4
TR00001753,2025-12-19 11:00:00,ST036,EUR,Card,7.99,,,,AN000374,113.47,2025,12,19
TR00001754,2025-12-06 19:00:00,ST008,EUR,Card,11.81,,,,AN000248,894.48,2025,12,6
TR00001755,2024-10-07 15:00:00,ST030,EUR,Card,15.23,,,,AN000719,693.59,2024,10,7
TR00001756,2024-08-05 18:00:00,ST013,EUR,Card,0.0,,,,AN000138,1419.73,2024,8,5
TR00001757,2024-12-06 21:00:00,ST037,EUR,Invoice,2.64,,,,AN000677,519.76,2024,12,6
TR00001758,2024-10-14 04:00:00,ST003,EUR,Card,19.46,,,,AN000736,609.93,2024,10,14
TR00001759,2024-11-15 12:00:00,ST029,EUR,Cash,0.0,,,,AN000216,468.43,2024,11,15
TR00001760,2025-04-07 01:00:00,ST001,EUR,Card,4.16,,,,AN000736,142.42,2025,4,7
TR00001761,2024-07-22 17:00:00,ST029,EUR,Card,0.89,CU000223,AC00106,,,286.4,2024,7,22
TR00001762,2025-01-11 23:00:00,ST035,EUR,Invoice,0.0,CU000357,AC00211,CO000610,,610.17,2025,1,11
TR00001763,2024-08-13 15:00:00,ST033,EUR,Card,0.0,,,,AN000029,0.0,2024,8,13
TR00001764,2025-07-05 16:00:00,ST023,EUR,Card,0.0,CU000114,AC00317,CO000896,,32.32,2025,7,5
TR00001765,2025-09-29 09:00:00,ST030,EUR,Card,0.0,,,,AN000594,758.25,2025,9,29
TR00001766,2025-10-04 20:00:00,ST027,EUR,Cash,0.0,,,,AN000178,439.34,2025,10,4
TR00001767,2025-07-22 22:00:00,ST034,EUR,Card,13.38,CU000550,AC00028,,,496.74,2025,7,22
TR00001768,2024-10-30 18:00:00,ST001,EUR,Card,8.0,,,,AN000173,957.79,2024,10,30
TR00001769,2024-03-03 08:00:00,ST036,EUR,Cash,3.43,CU000380,AC00526,,,1207.81,2024,3,3
TR00001770,2024-09-06 09:00:00,ST035,EUR,Invoice,0.0,CU000419,AC00495,CO000837,,873.7,2024,9,6
TR00001771,2025-03-10 04:00:00,ST033,EUR,Card,20.79,CU000431,AC00348,,,247.91,2025,3,10
TR00001772,2024-07-07 07:00:00,ST003,EUR,BankTransfer,0.0,CU000062,AC00398,,,221.38,2024,7,7
TR00001773,2025-05-08 03:00:00,ST003,EUR,Card,10.71,CU000375,AC00266,,,383.9,2025,5,8
TR00001774,2025-07-19 21:00:00,ST025,EUR,Card,0.0,CU000363,AC00064,,,1287.32,2025,7,19
TR00001775,2024-09-13 04:00:00,ST037,EUR,Card,0.41,,,,AN000193,279.06,2024,9,13
TR00001776,2024-09-06 23:00:00,ST029,EUR,Card,19.08,,,,AN000782,0.0,2024,9,6
TR00001777,2025-09-15 02:00:00,ST004,EUR,Invoice,3.72,CU000234,AC00125,CO000025,,166.79,2025,9,15
TR00001778,2025-06-16 09:00:00,ST004,EUR,Card,5.72,CU000463,AC00065,,,200.08,2025,6,16
TR00001779,2025-08-13 12:00:00,ST022,EUR,Card,15.74,CU000154,AC00273,CO000043,,1267.22,2025,8,13
TR00001780,2024-09-19 03:00:00,ST031,EUR,Card,0.0,,,,AN000759,322.04,2024,9,19
TR00001781,2024-06-30 21:00:00,ST027,EUR,Card,2.01,,,,AN000559,297.52,2024,6,30
TR00001782,2024-10-18 04:00:00,ST035,EUR,BankTransfer,12.14,,,,AN000061,724.4,2024,10,18
TR00001783,2024-11-02 00:00:00,ST034,EUR,Card,0.0,CU000414,AC00369,CO000436,,1255.11,2024,11,2
TR00001784,2025-04-04 09:00:00,ST010,EUR,Card,4.66,CU000170,AC00148,CO000615,,29.1,2025,4,4
TR00001785,2025-11-11 04:00:00,ST006,EUR,Card,20.14,CU000172,AC00459,CO000655,,658.74,2025,11,11
TR00001786,2025-08-22 05:00:00,ST006,EUR,Card,7.94,CU000330,AC00566,,,1989.43,2025,8,22
TR00001787,2025-02-26 01:00:00,ST003,EUR,Cash,8.75,CU000542,AC00128,,,0.0,2025,2,26
TR00001788,2025-01-31 23:00:00,ST002,EUR,Invoice,1.66,CU000154,AC00273,,,849.29,2025,1,31
TR00001789,2025-04-08 08:00:00,ST014,EUR,Invoice,0.91,CU000426,AC00417,CO000403,,964.27,2025,4,8
TR00001790,2024-10-27 04:00:00,ST025,EUR,Invoice,0.0,,,,AN000309,547.48,2024,10,27
TR00001791,2025-07-10 02:00:00,ST003,EUR,Card,0.0,CU000211,AC00276,CO000134,,369.52,2025,7,10
TR00001792,2025-03-25 05:00:00,ST028,EUR,Invoice,19.36,CU000061,AC00523,,,15.71,2025,3,25
TR00001793,2024-12-29 21:00:00,ST014,EUR,Card,0.0,CU000265,AC00457,CO000084,,544.43,2024,12,29
TR00001794,2024-10-14 16:00:00,ST012,EUR,Invoice,18.45,,,,AN000548,1117.37,2024,10,14
TR00001795,2025-06-21 14:00:00,ST012,EUR,Card,0.0,CU000190,AC00078,CO000788,,743.93,2025,6,21
TR00001796,2024-10-23 01:00:00,ST010,EUR,Card,8.17,,,,AN000698,177.84,2024,10,23
TR00001797,2024-08-17 19:00:00,ST021,EUR,Card,11.17,,,,AN000335,785.24,2024,8,17
TR00001798,2025-07-31 13:00:00,ST002,EUR,Card,0.0,CU000169,AC00452,,,384.85,2025,7,31
TR00001799,2025-12-24 08:00:00,ST014,EUR,Invoice,7.32,,,,AN000623,1018.53,2025,12,24
TR00001800,2024-08-23 21:00:00,ST012,EUR,Card,0.0,,,,AN000542,1331.52,2024,8,23
TR00001801,2024-01-28 19:00:00,ST012,EUR,Cash,31.17,CU000107,AC00485,,,1138.87,2024,1,28
TR00001802,2025-06-02 18:00:00,ST012,EUR,Card,0.0,,,,AN000311,1012.49,2025,6,2
TR00001803,2025-10-31 08:00:00,ST016,EUR,Card,2.67,CU000221,AC00010,,,792.36,2025,10,31
TR00001804,2025-06-05 09:00:00,ST023,EUR,Card,11.01,,,,AN000524,208.91,2025,6,5
TR00001805,2024-05-30 08:00:00,ST016,EUR,Invoice,8.3,,,,AN000489,1416.58,2024,5,30
TR00001806,2025-05-05 05:00:00,ST032,EUR,Invoice,7.43,CU000178,AC00256,CO000408,,512.48,2025,5,5
TR00001807,2025-03-10 14:00:00,ST019,EUR,Card,10.58,CU000509,AC00030,,,59.34,2025,3,10
TR00001808,2024-01-24 07:00:00,ST015,EUR,Invoice,0.0,,,,AN000313,0.0,2024,1,24
TR00001809,2025-11-24 05:00:00,ST036,EUR,Card,0.28,CU000450,AC00150,CO000948,,1529.09,2025,11,24
TR00001810,2025-02-17 06:00:00,ST011,EUR,Card,0.0,,,,AN000684,0.0,2025,2,17
TR00001811,2025-02-11 23:00:00,ST022,EUR,Card,0.0,CU000101,AC00470,,,285.24,2025,2,11
TR00001812,2025-03-10 00:00:00,ST005,EUR,Card,2.06,,,,AN000036,1014.66,2025,3,10
TR00001813,2024-05-23 17:00:00,ST023,EUR,Card,9.27,CU000521,AC00490,,,0.0,2024,5,23
TR00001814,2025-03-30 04:00:00,ST019,EUR,Card,9.23,CU000498,AC00319,CO000227,,151.11,2025,3,30
TR00001815,2025-05-02 21:00:00,ST040,EUR,Card,11.72,CU000300,AC00055,,,144.06,2025,5,2
TR00001816,2024-02-20 13:00:00,ST039,EUR,Cash,0.0,,,,AN000423,608.34,2024,2,20
TR00001817,2024-09-15 22:00:00,ST017,EUR,Invoice,0.0,CU000116,AC00183,,,0.0,2024,9,15
TR00001818,2025-06-29 11:00:00,ST030,EUR,Card,8.44,CU000312,AC00305,CO000346,,598.43,2025,6,29
TR00001819,2024-06-24 04:00:00,ST035,EUR,Cash,6.6,CU000089,AC00447,CO000325,,60.21,2024,6,24
TR00001820,2025-06-18 04:00:00,ST013,EUR,Card,0.0,CU000553,AC00382,,,20.75,2025,6,18
TR00001821,2024-11-16 00:00:00,ST032,EUR,Invoice,13.07,,,,AN000664,663.5,2024,11,16
TR00001822,2024-05-26 04:00:00,ST009,EUR,Card,10.77,,,,AN000198,0.0,2024,5,26
TR00001823,2025-05-18 00:00:00,ST018,EUR,Card,0.0,CU000054,AC00061,CO000510,,107.75,2025,5,18
TR00001824,2026-01-10 18:00:00,ST006,EUR,Cash,10.44,,,,AN000193,1624.74,2026,1,10
TR00001825,2024-03-18 19:00:00,ST003,EUR,Card,13.97,,,,AN000659,316.35,2024,3,18
TR00001826,2024-04-15 06:00:00,ST002,EUR,Card,10.68,CU000498,AC00319,CO000855,,0.0,2024,4,15
TR00001827,2025-10-17 07:00:00,ST030,EUR,Card,2.78,,,,AN000206,686.18,2025,10,17
TR00001828,2024-10-22 16:00:00,ST027,EUR,Invoice,6.69,CU000069,AC00387,,,448.39,2024,10,22
TR00001829,2024-04-07 13:00:00,ST029,EUR,Invoice,2.1,CU000186,AC00212,CO000750,,927.68,2024,4,7
TR00001830,2024-12-21 04:00:00,ST022,EUR,Card,0.0,CU000229,AC00543,CO000128,,527.42,2024,12,21
TR00001831,2025-09-11 14:00:00,ST018,EUR,Card,10.26,CU000260,AC00194,CO000012,,882.69,2025,9,11
TR00001832,2025-12-21 06:00:00,ST029,EUR,Card,5.75,CU000475,AC00116,,,133.92,2025,12,21
TR00001833,2025-12-23 19:00:00,ST016,EUR,Card,2.26,CU000396,AC00577,,,427.95,2025,12,23
TR00001834,2024-02-09 10:00:00,ST019,EUR,Invoice,17.58,,,,AN000500,15.23,2024,2,9
TR00001835,2025-10-31 05:00:00,ST029,EUR,Invoice,13.46,,,,AN000419,590.29,2025,10,31
TR00001836,2024-01-29 20:00:00,ST004,EUR,Card,2.14,CU000103,AC00403,,,569.0,2024,1,29
TR00001837,2025-10-18 23:00:00,ST035,EUR,Cash,3.62,CU000546,AC00206,CO000133,,671.41,2025,10,18
TR00001838,2025-01-11 08:00:00,ST009,EUR,Card,0.93,,,,AN000237,1275.45,2025,1,11
TR00001839,2024-08-21 07:00:00,ST006,EUR,Invoice,5.11,,,,AN000730,197.51,2024,8,21
TR00001840,2024-06-26 13:00:00,ST029,EUR,Invoice,0.0,CU000538,AC00278,,,1736.2,2024,6,26
TR00001841,2025-06-17 19:00:00,ST018,EUR,Invoice,0.0,,,,AN000287,118.09,2025,6,17
TR00001842,2024-06-12 15:00:00,ST025,EUR,Card,6.51,CU000253,AC00312,,,2089.11,2024,6,12
TR00001843,2025-05-10 22:00:00,ST018,EUR,Card,12.63,CU000457,AC00109,CO000494,,864.5,2025,5,10
TR00001844,2024-11-28 19:00:00,ST030,EUR,Invoice,14.08,,,,AN000047,1408.91,2024,11,28
TR00001845,2024-12-12 14:00:00,ST005,EUR,Card,3.8,,,,AN000032,308.63,2024,12,12
TR00001846,2025-11-14 21:00:00,ST026,EUR,Card,10.79,CU000484,AC00154,,,133.61,2025,11,14
TR00001847,2025-08-04 00:00:00,ST015,EUR,Card,21.8,CU000270,AC00246,,,864.81,2025,8,4
TR00001848,2024-05-20 22:00:00,ST012,EUR,Card,17.96,CU000112,AC00283,CO000771,,531.15,2024,5,20
TR00001849,2024-08-22 19:00:00,ST038,EUR,Card,6.48,,,,AN000795,342.59,2024,8,22
TR00001850,2024-12-21 01:00:00,ST005,EUR,Cash,0.0,,,,AN000551,659.37,2024,12,21
TR00001851,2024-12-22 08:00:00,ST029,EUR,Card,12.15,CU000186,AC00212,,,2081.88,2024,12,22
TR00001852,2025-06-08 13:00:00,ST034,EUR,Invoice,3.71,,,,AN000493,126.71,2025,6,8
TR00001853,2025-10-15 00:00:00,ST003,EUR,Card,5.0,CU000228,AC00032,CO000400,,618.43,2025,10,15
TR00001854,2024-06-05 12:00:00,ST007,EUR,Invoice,8.39,CU000235,AC00513,CO000754,,686.06,2024,6,5
TR00001855,2024-10-06 04:00:00,ST035,EUR,BankTransfer,31.9,,,,AN000633,342.06,2024,10,6
TR00001856,2025-01-29 13:00:00,ST002,EUR,Card,14.26,CU000287,AC00365,,,294.97,2025,1,29
TR00001857,2025-05-23 22:00:00,ST036,EUR,Card,17.95,,,,AN000758,1952.91,2025,5,23
TR00001858,2025-03-16 23:00:00,ST006,EUR,Card,15.82,CU000013,AC00217,,,479.75,2025,3,16
TR00001859,2025-04-26 20:00:00,ST027,EUR,Card,4.02,CU000158,AC00017,,,678.01,2025,4,26
TR00001860,2024-08-06 04:00:00,ST040,EUR,Card,5.17,,,,AN000094,606.8,2024,8,6
TR00001861,2025-06-20 04:00:00,ST028,EUR,Card,10.95,,,,AN000491,201.22,2025,6,20
TR00001862,2024-04-08 12:00:00,ST014,EUR,Card,9.12,,,,AN000266,1507.07,2024,4,8
TR00001863,2024-11-10 05:00:00,ST023,EUR,Card,0.0,,,,AN000202,456.63,2024,11,10
TR00001864,2025-09-21 07:00:00,ST002,EUR,Card,10.81,,,,AN000165,17.88,2025,9,21
TR00001865,2024-10-19 13:00:00,ST012,EUR,Invoice,0.74,,,,AN000653,176.07,2024,10,19
TR00001866,2024-10-14 21:00:00,ST031,EUR,Card,0.78,,,,AN000539,409.13,2024,10,14
TR00001867,2024-10-05 13:00:00,ST027,EUR,Card,12.66,CU000452,AC00350,CO000822,,1370.08,2024,10,5
TR00001868,2024-01-30 07:00:00,ST016,EUR,Card,0.65,,,,AN000692,1607.61,2024,1,30
TR00001869,2024-06-01 23:00:00,ST035,EUR,Card,0.0,,,,AN000085,208.8,2024,6,1
TR00001870,2025-08-27 16:00:00,ST001,EUR,Card,14.82,CU000377,AC00307,,,70.82,2025,8,27
TR00001871,2024-04-09 04:00:00,ST033,EUR,Card,0.0,,,,AN000488,0.0,2024,4,9
TR00001872,2024-03-13 15:00:00,ST024,EUR,Invoice,8.89,,,,AN000137,265.63,2024,3,13
TR00001873,2025-12-09 05:00:00,ST021,EUR,Card,1.27,,,,AN000578,220.4,2025,12,9
TR00001874,2025-12-29 19:00:00,ST015,EUR,Card,12.13,CU000244,AC00546,CO000829,,952.7,2025,12,29
TR00001875,2025-10-02 23:00:00,ST013,EUR,Cash,21.13,CU000260,AC00194,,,220.76,2025,10,2
TR00001876,2024-10-05 06:00:00,ST034,EUR,Card,2.48,CU000384,AC00588,,,1105.86,2024,10,5
TR00001877,2024-03-29 11:00:00,ST028,EUR,Card,16.72,CU000372,AC00372,CO000462,,884.65,2024,3,29
TR00001878,2024-12-21 05:00:00,ST023,EUR,Card,4.32,CU000192,AC00386,,,104.49,2024,12,21
TR00001879,2025-03-18 00:00:00,ST006,EUR,Card,0.0,,,,AN000631,92.89,2025,3,18
TR00001880,2024-09-03 09:00:00,ST032,EUR,Card,9.7,,,,AN000405,1309.07,2024,9,3
TR00001881,2024-05-26 18:00:00,ST026,EUR,Card,6.74,CU000167,AC00189,CO000113,,572.85,2024,5,26
TR00001882,2024-11-19 06:00:00,ST024,EUR,Card,17.46,CU000223,AC00106,,,225.61,2024,11,19
TR00001883,2024-08-29 05:00:00,ST003,EUR,Card,6.54,CU000498,AC00319,,,78.38,2024,8,29
TR00001884,2025-12-03 14:00:00,ST005,EUR,Invoice,5.86,,,,AN000774,100.68,2025,12,3
TR00001885,2024-10-19 18:00:00,ST019,EUR,BankTransfer,0.0,CU000485,AC00472,CO000425,,255.11,2024,10,19
TR00001886,2025-03-21 22:00:00,ST026,EUR,Card,0.0,CU000032,AC00435,,,1196.44,2025,3,21
TR00001887,2024-09-25 22:00:00,ST017,EUR,Card,2.57,CU000065,AC00063,CO000275,,1127.9,2024,9,25
TR00001888,2025-08-03 19:00:00,ST004,EUR,BankTransfer,2.47,,,,AN000347,519.98,2025,8,3
TR00001889,2024-10-15 19:00:00,ST035,EUR,Invoice,4.62,CU000127,AC00004,CO000396,,127.48,2024,10,15
TR00001890,2024-12-06 11:00:00,ST001,EUR,Invoice,18.67,CU000548,AC00563,CO000246,,300.93,2024,12,6
TR00001891,2024-10-14 22:00:00,ST027,EUR,Cash,0.0,,,,AN000601,0.0,2024,10,14
TR00001892,2024-02-14 16:00:00,ST021,EUR,Card,12.68,CU000557,AC00430,,,96.73,2024,2,14
TR00001893,2024-02-12 23:00:00,ST026,EUR,Cash,0.0,CU000346,AC00031,,,1068.34,2024,2,12
TR00001894,2024-02-22 14:00:00,ST012,EUR,Cash,6.1,,,,AN000654,599.61,2024,2,22
TR00001895,2025-12-12 17:00:00,ST002,EUR,Invoice,13.07,,,,AN000430,706.63,2025,12,12
TR00001896,2025-06-24 02:00:00,ST034,EUR,Card,15.78,CU000008,AC00292,CO000898,,759.18,2025,6,24
TR00001897,2024-07-19 22:00:00,ST013,EUR,Card,13.1,CU000394,AC00557,CO000030,,448.46,2024,7,19
TR00001898,2025-07-03 00:00:00,ST028,EUR,Cash,14.42,CU000486,AC00337,,,235.59,2025,7,3
TR00001899,2024-03-21 13:00:00,ST009,EUR,Cash,13.98,CU000297,AC00014,CO000937,,557.93,2024,3,21
TR00001900,2024-01-01 19:00:00,ST023,EUR,Invoice,13.85,,,,AN000123,1056.6,2024,1,1
TR00001901,2025-02-09 03:00:00,ST001,EUR,Card,12.67,,,,AN000024,773.75,2025,2,9
TR00001902,2024-11-25 08:00:00,ST033,EUR,Card,4.35,CU000321,AC00496,CO000008,,95.24,2024,11,25
TR00001903,2025-06-22 06:00:00,ST034,EUR,Card,29.49,CU000140,AC00597,,,0.0,2025,6,22
TR00001904,2025-03-26 01:00:00,ST007,EUR,Card,0.0,CU000430,AC00450,CO000502,,163.43,2025,3,26
TR00001905,2025-07-01 21:00:00,ST039,EUR,Card,8.92,CU000551,AC00379,CO000073,,0.0,2025,7,1
TR00001906,2024-01-18 19:00:00,ST021,EUR,Card,9.9,CU000141,AC00423,,,1606.99,2024,1,18
TR00001907,2024-06-15 10:00:00,ST038,EUR,Card,0.0,CU000197,AC00164,,,657.59,2024,6,15
TR00001908,2024-01-12 07:00:00,ST030,EUR,Card,13.24,CU000435,AC00255,,,563.6,2024,1,12
