TransactionId,TransactionDateTime,StoreId,ContactId,AnonymousShopperId,Amount,Date,PaymentMethod,BasketSize,IsPromo,Channel
T00010722,2025-07-28 10:00:00,ST011,CT000381,,757.65,2025-07-28,Card,5,No,InStore
T00010723,2025-06-25 09:00:00,ST014,CT000097,,537.27,2025-06-25,Card,4,No,InStore
T00010724,2025-03-08 08:00:00,ST015,CT001352,,94.0,2025-03-08,Cash,2,No,InStore
T00010725,2025-07-02 02:00:00,ST016,CT000224,,466.15,2025-07-02,Invoice,3,No,InStore
T00010726,2025-07-17 03:00:00,ST018,CT000212,,436.36,2025-07-17,Card,1,No,InStore
T00010727,2026-01-23 04:00:00,ST002,CT000921,,1541.04,2026-01-23,Card,8,Yes,InStore
T00010728,2025-05-05 18:00:00,ST010,,AN000268,1900.04,2025-05-05,Card,7,Yes,InStore
T00010729,2025-02-20 03:00:00,ST003,CT000946,,1328.58,2025-02-20,Card,8,Yes,InStore
T00010730,2025-12-10 19:00:00,ST014,,AN000045,1455.37,2025-12-10,Card,8,Yes,InStore
T00010731,2025-09-30 16:00:00,ST014,CT000641,,923.83,2025-09-30,Card,4,No,InStore
T00010732,2025-05-28 05:00:00,ST007,CT001184,,1047.51,2025-05-28,Card,4,Yes,InStore
T00010733,2026-01-09 22:00:00,ST015,,AN000876,1177.78,2026-01-09,Card,6,No,InStore
T00010734,2025-07-18 18:00:00,ST010,CT000722,,286.8,2025-07-18,Invoice,1,No,InStore
T00010735,2025-10-17 06:00:00,ST015,,AN000752,580.73,2025-10-17,Cash,5,Yes,InStore
T00010736,2025-09-15 08:00:00,ST009,CT000921,,594.18,2025-09-15,Card,5,No,InStore
T00010737,2025-05-09 02:00:00,ST004,CT000182,,1172.43,2025-05-09,Card,6,Yes,InStore
T00010738,2025-12-30 08:00:00,ST002,CT001013,,1678.51,2025-12-30,Cash,7,No,Online
T00010739,2025-03-03 04:00:00,ST011,CT000547,,888.3,2025-03-03,Card,6,No,InStore
T00010740,2025-07-06 22:00:00,ST019,,AN000830,1114.63,2025-07-06,Card,4,No,InStore
T00010741,2025-04-24 02:00:00,ST013,,AN000604,735.14,2025-04-24,Card,2,No,InStore
T00010742,2025-07-10 15:00:00,ST001,CT001495,,1709.22,2025-07-10,Card,8,No,InStore
T00010743,2025-10-14 12:00:00,ST017,CT001317,,1222.55,2025-10-14,Card,8,No,InStore
T00010744,2025-07-04 17:00:00,ST004,CT000096,,133.22,2025-07-04,Invoice,1,Yes,InStore
T00010745,2025-06-04 11:00:00,ST018,CT000262,,1207.85,2025-06-04,Cash,7,No,InStore
T00010746,2025-08-06 22:00:00,ST009,CT000631,,492.38,2025-08-06,Card,5,No,Online
T00010747,2025-02-24 14:00:00,ST011,,AN000379,683.08,2025-02-24,Invoice,1,No,InStore
T00010748,2026-01-07 03:00:00,ST004,CT001277,,1166.71,2026-01-07,Card,5,Yes,InStore
T00010749,2025-08-21 04:00:00,ST003,CT000690,,1445.98,2025-08-21,Cash,8,No,Online
T00010750,2025-10-05 12:00:00,ST020,,AN000428,768.97,2025-10-05,Card,8,No,InStore
T00010751,2025-10-30 15:00:00,ST017,CT001222,,1707.1,2025-10-30,Card,8,No,InStore
T00010752,2025-04-04 08:00:00,ST009,CT000022,,269.6,2025-04-04,Card,2,No,InStore
T00010753,2025-06-29 00:00:00,ST010,CT001269,,1347.12,2025-06-29,Card,6,No,InStore
T00010754,2026-01-16 11:00:00,ST010,,AN000280,888.94,2026-01-16,Card,4,No,InStore
T00010755,2025-02-07 16:00:00,ST020,,AN000167,1603.61,2025-02-07,Card,4,No,InStore
T00010756,2025-03-19 12:00:00,ST012,CT001183,,1732.04,2025-03-19,Card,5,No,InStore
T00010757,2025-12-09 00:00:00,ST009,CT000774,,93.68,2025-12-09,Card,1,Yes,InStore
T00010758,2025-12-02 14:00:00,ST001,CT001026,,1118.75,2025-12-02,Card,5,Yes,InStore
T00010759,2025-09-29 01:00:00,ST022,,AN000003,539.86,2025-09-29,Card,3,No,Online
T00010760,2025-09-28 09:00:00,ST016,CT001415,,355.34,2025-09-28,Card,3,No,InStore
T00010761,2025-04-25 01:00:00,ST007,CT000661,,1883.0,2025-04-25,Cash,7,No,InStore
T00010762,2025-03-21 18:00:00,ST021,CT001063,,303.75,2025-03-21,Cash,3,No,InStore
T00010763,2025-07-05 19:00:00,ST014,,AN000493,976.79,2025-07-05,Card,5,No,InStore
T00010764,2025-05-08 01:00:00,ST015,CT001205,,207.12,2025-05-08,Card,1,No,InStore
T00010765,2026-02-04 19:00:00,ST017,,AN000029,194.6,2026-02-04,Card,2,Yes,InStore
T00010766,2025-10-30 17:00:00,ST003,CT000337,,1137.22,2025-10-30,Cash,5,No,Online
T00010767,2025-04-20 18:00:00,ST019,CT001050,,1031.96,2025-04-20,Card,5,No,InStore
T00010768,2025-11-09 17:00:00,ST006,CT000058,,619.38,2025-11-09,Card,6,No,InStore
T00010769,2025-02-27 06:00:00,ST014,CT000157,,1572.22,2025-02-27,Card,7,No,InStore
T00010770,2025-05-30 04:00:00,ST001,CT000771,,1926.88,2025-05-30,Card,8,No,InStore
T00010771,2025-09-03 19:00:00,ST022,CT000560,,343.17,2025-09-03,Cash,1,No,Click&Collect
T00010772,2025-01-14 01:00:00,ST008,,AN000522,653.85,2025-01-14,Card,5,No,InStore
T00010773,2025-04-27 22:00:00,ST017,CT000291,,1501.76,2025-04-27,Card,7,No,Online
T00010774,2025-06-02 04:00:00,ST011,CT000956,,2084.4,2025-06-02,Invoice,7,No,InStore
T00010775,2025-03-08 14:00:00,ST008,,AN000135,578.37,2025-03-08,Cash,4,Yes,InStore
T00010776,2025-04-09 21:00:00,ST021,CT000639,,780.08,2025-04-09,Card,3,No,InStore
T00010777,2025-02-17 00:00:00,ST004,CT000471,,727.7,2025-02-17,Card,5,No,InStore
T00010778,2025-10-25 09:00:00,ST002,CT001361,,1542.49,2025-10-25,Cash,6,No,InStore
T00010779,2025-11-14 18:00:00,ST017,CT000169,,337.5,2025-11-14,Cash,2,No,InStore
T00010780,2025-09-18 23:00:00,ST021,CT000249,,693.27,2025-09-18,Cash,4,No,InStore
T00010781,2025-03-21 05:00:00,ST008,CT000121,,579.85,2025-03-21,Cash,3,No,InStore
T00010782,2025-11-16 01:00:00,ST014,CT000639,,271.93,2025-11-16,Card,1,No,InStore
T00010783,2025-09-15 03:00:00,ST012,CT000783,,62.98,2025-09-15,Card,2,No,InStore
T00010784,2025-12-21 23:00:00,ST014,CT000570,,223.67,2025-12-21,Card,2,No,InStore
T00010785,2025-04-25 02:00:00,ST002,,AN000743,1267.08,2025-04-25,Card,8,Yes,InStore
T00010786,2025-05-09 04:00:00,ST002,,AN000029,1096.07,2025-05-09,Cash,5,No,InStore
T00010787,2025-12-06 07:00:00,ST008,,AN000317,280.46,2025-12-06,Cash,3,No,InStore
T00010788,2025-05-02 10:00:00,ST021,CT000690,,340.4,2025-05-02,Card,1,No,InStore
T00010789,2025-08-15 14:00:00,ST014,,AN000339,103.92,2025-08-15,Cash,1,No,Online
T00010790,2025-09-05 00:00:00,ST012,CT000534,,105.12,2025-09-05,Card,1,No,InStore
T00010791,2025-11-28 12:00:00,ST004,,AN000149,311.84,2025-11-28,Card,3,No,InStore
T00010792,2025-12-15 20:00:00,ST013,CT000545,,488.22,2025-12-15,Card,5,Yes,InStore
T00010793,2025-01-06 19:00:00,ST002,CT000575,,456.8,2025-01-06,Cash,4,No,InStore
T00010794,2025-04-07 12:00:00,ST005,CT001309,,397.52,2025-04-07,Cash,2,No,InStore
T00010795,2025-04-18 05:00:00,ST022,CT000804,,165.05,2025-04-18,Card,2,No,InStore
T00010796,2025-05-25 10:00:00,ST004,CT001475,,440.48,2025-05-25,Card,3,No,InStore
T00010797,2025-05-24 07:00:00,ST018,CT000644,,1187.0,2025-05-24,Cash,8,No,InStore
T00010798,2025-05-08 11:00:00,ST015,CT001033,,1278.85,2025-05-08,Card,7,Yes,InStore
T00010799,2026-01-31 00:00:00,ST019,CT000754,,158.64,2026-01-31,Invoice,1,No,InStore
T00010800,2025-11-24 21:00:00,ST010,,AN000483,1118.63,2025-11-24,Card,6,No,InStore
T00010801,2026-01-29 07:00:00,ST006,CT000637,,1368.95,2026-01-29,Card,5,No,InStore
T00010802,2025-12-22 01:00:00,ST020,CT000318,,286.14,2025-12-22,Card,3,Yes,InStore
T00010803,2025-05-27 10:00:00,ST021,CT000174,,2359.72,2025-05-27,Card,7,No,InStore
T00010804,2025-06-29 17:00:00,ST009,CT000365,,835.93,2025-06-29,Card,5,No,InStore
T00010805,2026-01-16 08:00:00,ST005,CT000025,,1019.32,2026-01-16,Card,3,Yes,InStore
T00010806,2025-10-27 06:00:00,ST020,CT001423,,963.93,2025-10-27,Card,2,No,InStore
T00010807,2025-07-03 04:00:00,ST015,CT001289,,972.55,2025-07-03,Cash,5,Yes,InStore
T00010808,2025-12-19 10:00:00,ST003,,AN000280,780.32,2025-12-19,Card,5,No,InStore
T00010809,2026-02-02 14:00:00,ST007,,AN000405,634.44,2026-02-02,Card,3,No,InStore
T00010810,2025-12-03 23:00:00,ST003,CT000664,,1285.57,2025-12-03,Cash,7,No,InStore
T00010811,2025-02-18 17:00:00,ST009,CT000420,,23.28,2025-02-18,Card,2,Yes,InStore
T00010812,2025-08-23 21:00:00,ST005,CT000250,,1017.32,2025-08-23,Card,4,Yes,InStore
T00010813,2025-06-17 19:00:00,ST019,CT000298,,271.6,2025-06-17,Invoice,5,No,InStore
T00010814,2025-11-17 22:00:00,ST016,,AN000748,518.46,2025-11-17,Cash,2,No,InStore
T00010815,2025-06-06 02:00:00,ST007,CT001138,,1838.46,2025-06-06,Invoice,5,No,Online
T00010816,2025-04-24 05:00:00,ST004,CT000913,,1892.79,2025-04-24,Card,8,No,InStore
T00010817,2026-02-09 16:00:00,ST014,CT000216,,471.83,2026-02-09,Card,4,No,InStore
T00010818,2025-09-03 00:00:00,ST018,CT000110,,426.88,2025-09-03,Cash,2,Yes,InStore
T00010819,2025-03-16 08:00:00,ST001,,AN000819,1065.43,2025-03-16,Cash,5,Yes,InStore
T00010820,2026-02-05 11:00:00,ST009,CT000056,,1501.14,2026-02-05,Card,5,No,InStore
T00010821,2025-06-15 21:00:00,ST011,CT001104,,1499.13,2025-06-15,Cash,4,No,InStore
T00010822,2025-12-23 22:00:00,ST008,CT000691,,539.95,2025-12-23,Card,4,No,InStore
T00010823,2025-03-20 06:00:00,ST010,CT000773,,1462.68,2025-03-20,Cash,6,No,InStore
T00010824,2025-10-25 14:00:00,ST005,,AN000766,1033.62,2025-10-25,Invoice,4,No,InStore
T00010825,2025-07-23 19:00:00,ST007,CT000271,,889.85,2025-07-23,Card,5,No,InStore
T00010826,2025-11-30 10:00:00,ST016,CT000389,,1386.32,2025-11-30,Invoice,4,No,Online
T00010827,2025-12-19 22:00:00,ST020,CT000492,,1893.02,2025-12-19,Card,6,No,Online
T00010828,2025-08-01 20:00:00,ST005,,AN000557,1269.77,2025-08-01,Invoice,6,No,InStore
T00010829,2025-10-06 17:00:00,ST009,CT000362,,1281.42,2025-10-06,Card,6,Yes,Online
T00010830,2025-02-08 04:00:00,ST006,CT000306,,372.82,2025-02-08,Cash,1,Yes,InStore
T00010831,2025-09-17 08:00:00,ST001,CT000553,,498.01,2025-09-17,Card,2,No,InStore
T00010832,2025-06-27 05:00:00,ST017,CT000406,,1282.75,2025-06-27,Card,6,No,InStore
T00010833,2026-01-21 07:00:00,ST018,,AN000519,211.3,2026-01-21,Card,1,No,InStore
T00010834,2025-05-21 06:00:00,ST021,CT000191,,2459.87,2025-05-21,Cash,5,Yes,InStore
T00010835,2026-01-18 03:00:00,ST012,CT001173,,770.1,2026-01-18,Invoice,6,Yes,InStore
T00010836,2025-01-14 17:00:00,ST006,CT001346,,219.64,2025-01-14,Card,2,No,Online
T00010837,2025-05-03 00:00:00,ST015,CT001418,,316.03,2025-05-03,Cash,1,No,InStore
T00010838,2025-11-21 19:00:00,ST006,,AN000307,311.29,2025-11-21,Invoice,2,No,InStore
T00010839,2025-09-28 17:00:00,ST020,CT001355,,2204.96,2025-09-28,Card,7,No,InStore
T00010840,2025-07-07 14:00:00,ST022,CT001308,,582.85,2025-07-07,Invoice,4,No,InStore
T00010841,2025-06-17 00:00:00,ST002,CT001060,,886.33,2025-06-17,Card,3,No,InStore
T00010842,2025-03-10 17:00:00,ST021,,AN000340,528.55,2025-03-10,Card,1,No,InStore
T00010843,2026-01-27 08:00:00,ST005,CT001332,,652.57,2026-01-27,Card,3,No,InStore
T00010844,2025-08-30 18:00:00,ST015,,AN000191,648.7,2025-08-30,Card,3,No,InStore
T00010845,2025-08-08 20:00:00,ST020,CT000641,,1656.56,2025-08-08,Card,6,Yes,InStore
T00010846,2025-09-06 01:00:00,ST022,CT000145,,127.16,2025-09-06,Invoice,2,Yes,InStore
T00010847,2025-01-08 17:00:00,ST018,CT001230,,929.3,2025-01-08,Card,2,No,InStore
T00010848,2025-09-14 23:00:00,ST009,CT000102,,725.07,2025-09-14,Invoice,4,No,InStore
T00010849,2025-01-23 00:00:00,ST012,CT000007,,970.69,2025-01-23,Card,4,No,InStore
T00010850,2025-11-19 18:00:00,ST022,CT000278,,285.21,2025-11-19,Card,1,Yes,InStore
T00010851,2026-01-10 23:00:00,ST004,CT000747,,1766.66,2026-01-10,Cash,7,No,InStore
T00010852,2025-09-03 23:00:00,ST010,CT001265,,168.91,2025-09-03,Card,3,No,InStore
T00010853,2025-01-07 08:00:00,ST019,CT000235,,1887.15,2025-01-07,Card,8,No,Click&Collect
T00010854,2025-08-25 23:00:00,ST019,CT000420,,531.23,2025-08-25,Card,5,No,Click&Collect
T00010855,2025-07-11 00:00:00,ST022,CT000025,,457.33,2025-07-11,Card,3,No,InStore
T00010856,2025-07-25 12:00:00,ST021,,AN000332,1652.85,2025-07-25,Card,7,Yes,InStore
T00010857,2025-07-11 03:00:00,ST022,,AN000023,42.7,2025-07-11,Cash,1,No,InStore
T00010858,2026-02-11 01:00:00,ST004,CT000729,,1424.21,2026-02-11,Card,7,No,InStore
T00010859,2025-03-03 23:00:00,ST003,CT000796,,686.69,2025-03-03,Card,5,Yes,InStore
T00010860,2025-02-10 20:00:00,ST001,,AN000805,129.46,2025-02-10,Invoice,1,No,InStore
T00010861,2025-10-12 23:00:00,ST019,CT000547,,861.6,2025-10-12,Card,7,Yes,InStore
T00010862,2025-09-14 07:00:00,ST021,CT000908,,694.22,2025-09-14,Invoice,3,No,InStore
T00010863,2025-07-21 09:00:00,ST018,CT000347,,972.19,2025-07-21,Invoice,7,No,InStore
T00010864,2025-09-07 14:00:00,ST014,,AN000617,1148.38,2025-09-07,Cash,4,Yes,InStore
T00010865,2025-08-03 15:00:00,ST003,CT000391,,1372.64,2025-08-03,Card,3,No,InStore
T00010866,2025-03-27 20:00:00,ST013,CT000552,,1395.75,2025-03-27,Card,6,No,InStore
T00010867,2025-05-26 05:00:00,ST015,CT000614,,249.82,2025-05-26,Cash,1,No,InStore
T00010868,2025-05-08 22:00:00,ST011,CT001228,,1266.85,2025-05-08,Card,7,No,InStore
T00010869,2025-02-22 09:00:00,ST017,,AN000220,404.2,2025-02-22,Card,2,No,InStore
T00010870,2025-08-10 00:00:00,ST003,CT000264,,1423.34,2025-08-10,Cash,7,No,InStore
T00010871,2025-12-30 18:00:00,ST010,,AN000772,2581.54,2025-12-30,Invoice,8,No,InStore
T00010872,2025-03-22 03:00:00,ST007,,AN000448,575.03,2025-03-22,Card,3,Yes,InStore
T00010873,2025-07-28 00:00:00,ST010,,AN000482,77.17,2025-07-28,Card,1,No,InStore
T00010874,2025-06-01 22:00:00,ST002,CT000674,,1161.99,2025-06-01,Cash,3,No,InStore
T00010875,2025-12-25 00:00:00,ST014,,AN000820,2553.77,2025-12-25,Cash,7,No,InStore
T00010876,2025-04-05 09:00:00,ST004,CT000409,,643.72,2025-04-05,Cash,5,No,InStore
T00010877,2025-12-08 18:00:00,ST001,CT001185,,897.78,2025-12-08,Cash,6,Yes,InStore
T00010878,2025-06-30 10:00:00,ST022,,AN000091,1630.45,2025-06-30,Card,4,No,InStore
T00010879,2025-01-04 17:00:00,ST006,CT000731,,294.53,2025-01-04,Card,2,No,InStore
T00010880,2026-01-10 21:00:00,ST018,CT001191,,472.36,2026-01-10,Cash,3,Yes,Click&Collect
T00010881,2026-02-01 09:00:00,ST010,,AN000215,293.44,2026-02-01,Card,1,No,InStore
T00010882,2025-05-16 00:00:00,ST020,,AN000111,801.96,2025-05-16,Card,4,No,InStore
T00010883,2025-03-08 12:00:00,ST015,CT000989,,140.83,2025-03-08,Card,1,No,InStore
T00010884,2025-08-18 16:00:00,ST016,CT001120,,1093.6,2025-08-18,Card,4,Yes,InStore
T00010885,2025-01-26 23:00:00,ST022,CT000324,,1268.67,2025-01-26,Card,4,No,Online
T00010886,2026-01-29 05:00:00,ST001,CT001474,,768.76,2026-01-29,Invoice,3,No,InStore
T00010887,2026-02-10 11:00:00,ST022,,AN000526,576.78,2026-02-10,Card,4,No,Online
T00010888,2025-06-05 20:00:00,ST022,,AN000596,969.14,2025-06-05,Card,4,No,InStore
T00010889,2026-01-21 02:00:00,ST009,CT000524,,1645.73,2026-01-21,Card,7,No,InStore
T00010890,2025-12-25 22:00:00,ST010,,AN000294,401.0,2025-12-25,Card,4,Yes,InStore
T00010891,2025-02-11 21:00:00,ST001,,AN000330,742.53,2025-02-11,Invoice,3,No,Online
T00010892,2026-01-10 14:00:00,ST014,,AN000890,142.62,2026-01-10,Card,1,Yes,InStore
T00010893,2026-02-07 00:00:00,ST008,CT000023,,494.12,2026-02-07,Card,2,No,InStore
T00010894,2025-02-14 04:00:00,ST001,,AN000117,1000.25,2025-02-14,Cash,5,No,InStore
T00010895,2025-03-07 11:00:00,ST019,CT000786,,586.68,2025-03-07,Invoice,2,Yes,Online
T00010896,2025-05-29 07:00:00,ST020,CT000622,,1714.54,2025-05-29,Card,7,No,InStore
T00010897,2025-01-10 03:00:00,ST003,,AN000609,1325.32,2025-01-10,Card,2,No,Online
T00010898,2025-09-15 23:00:00,ST020,,AN000299,2134.18,2025-09-15,Cash,7,No,InStore
T00010899,2026-01-17 04:00:00,ST017,CT001383,,307.43,2026-01-17,Cash,1,No,InStore
T00010900,2025-01-19 00:00:00,ST022,CT000593,,300.19,2025-01-19,Invoice,3,No,InStore
T00010901,2025-10-13 18:00:00,ST001,,AN000547,1442.3,2025-10-13,Invoice,8,No,InStore
T00010902,2026-01-12 22:00:00,ST011,CT000904,,472.68,2026-01-12,Invoice,3,No,InStore
T00010903,2025-02-26 16:00:00,ST019,CT000867,,1383.37,2025-02-26,Card,5,No,InStore
T00010904,2025-02-18 13:00:00,ST005,CT001139,,534.06,2025-02-18,Cash,3,No,InStore
T00010905,2025-04-17 04:00:00,ST021,CT000664,,60.46,2025-04-17,Card,2,No,Online
T00010906,2025-05-10 23:00:00,ST016,CT000409,,1149.64,2025-05-10,Card,6,Yes,Online
T00010907,2025-11-11 01:00:00,ST007,CT000576,,1294.04,2025-11-11,Card,6,No,InStore
T00010908,2025-01-31 05:00:00,ST018,,AN000544,625.36,2025-01-31,Cash,8,Yes,InStore
T00010909,2026-01-19 13:00:00,ST012,CT001221,,645.52,2026-01-19,Card,4,No,InStore
T00010910,2025-12-29 22:00:00,ST009,,AN000325,250.27,2025-12-29,Card,1,No,InStore
T00010911,2025-10-10 09:00:00,ST011,CT000634,,2147.04,2025-10-10,Card,8,Yes,InStore
T00010912,2025-03-15 19:00:00,ST013,,AN000885,1377.48,2025-03-15,Cash,8,No,InStore
T00010913,2025-04-19 23:00:00,ST006,CT000397,,1985.08,2025-04-19,Invoice,6,No,InStore
T00010914,2025-03-27 16:00:00,ST001,CT000240,,1488.52,2025-03-27,Card,6,Yes,InStore
T00010915,2025-02-13 04:00:00,ST020,CT000675,,132.59,2025-02-13,Card,2,Yes,Click&Collect
T00010916,2025-07-08 19:00:00,ST017,,AN000209,181.75,2025-07-08,Card,2,No,InStore
T00010917,2025-10-22 13:00:00,ST013,,AN000849,328.5,2025-10-22,Invoice,2,Yes,InStore
T00010918,2025-07-18 05:00:00,ST018,CT001040,,1728.76,2025-07-18,Card,5,Yes,InStore
T00010919,2025-10-03 00:00:00,ST005,CT001457,,311.51,2025-10-03,Card,4,No,InStore
T00010920,2025-09-25 07:00:00,ST011,,AN000242,325.84,2025-09-25,Card,3,No,InStore
T00010921,2025-12-05 21:00:00,ST021,CT001299,,1038.63,2025-12-05,Card,5,No,InStore
T00010922,2025-04-17 13:00:00,ST004,CT000186,,28.96,2025-04-17,Card,1,Yes,InStore
T00010923,2025-09-27 07:00:00,ST009,CT000766,,1633.62,2025-09-27,Card,6,Yes,Online
T00010924,2025-09-12 14:00:00,ST005,CT000582,,951.2,2025-09-12,Cash,3,No,InStore
T00010925,2025-08-12 08:00:00,ST005,CT000222,,1410.53,2025-08-12,Card,7,Yes,InStore
T00010926,2025-02-17 06:00:00,ST001,CT000337,,1449.68,2025-02-17,Card,8,No,Online
T00010927,2025-05-02 19:00:00,ST019,CT000369,,806.62,2025-05-02,Invoice,4,No,InStore
T00010928,2025-08-25 16:00:00,ST001,CT000454,,806.49,2025-08-25,Cash,4,No,InStore
T00010929,2025-06-25 18:00:00,ST021,CT000440,,2256.86,2025-06-25,Card,8,No,Online
T00010930,2025-04-08 12:00:00,ST019,CT000746,,1264.97,2025-04-08,Invoice,7,Yes,InStore
T00010931,2026-01-22 11:00:00,ST010,CT000188,,2020.26,2026-01-22,Card,7,No,InStore
T00010932,2026-02-02 09:00:00,ST018,CT001316,,1576.69,2026-02-02,Invoice,7,No,InStore
T00010933,2025-10-14 15:00:00,ST012,CT000138,,72.78,2025-10-14,Cash,1,No,InStore
T00010934,2025-02-17 16:00:00,ST010,CT000086,,1904.24,2025-02-17,Card,8,No,InStore
T00010935,2025-07-12 19:00:00,ST019,CT001249,,598.5,2025-07-12,Cash,1,No,Click&Collect
T00010936,2025-07-10 07:00:00,ST005,CT000551,,392.58,2025-07-10,Card,3,No,InStore
T00010937,2025-12-23 08:00:00,ST015,CT000595,,607.9,2025-12-23,Card,5,No,InStore
T00010938,2025-12-03 03:00:00,ST018,CT000392,,447.45,2025-12-03,Card,1,Yes,InStore
T00010939,2025-08-24 08:00:00,ST014,CT001298,,1953.46,2025-08-24,Card,7,Yes,InStore
T00010940,2026-01-29 22:00:00,ST017,CT000281,,2171.56,2026-01-29,Cash,8,Yes,Online
T00010941,2025-11-01 07:00:00,ST022,,AN000481,52.87,2025-11-01,Card,1,No,InStore
T00010942,2026-02-02 13:00:00,ST005,CT000824,,16.92,2026-02-02,Card,1,No,InStore
T00010943,2025-05-06 02:00:00,ST018,,AN000576,1382.55,2025-05-06,Card,5,No,InStore
T00010944,2025-04-27 14:00:00,ST017,CT000998,,821.98,2025-04-27,Invoice,4,Yes,InStore
T00010945,2025-02-10 19:00:00,ST005,CT001494,,1472.25,2025-02-10,Invoice,8,No,Online
T00010946,2025-07-11 13:00:00,ST001,CT000830,,161.36,2025-07-11,Card,2,No,InStore
T00010947,2025-07-07 14:00:00,ST014,CT000068,,927.35,2025-07-07,Card,2,No,InStore
T00010948,2025-11-06 18:00:00,ST021,CT000634,,1035.46,2025-11-06,Card,3,Yes,InStore
T00010949,2025-12-07 12:00:00,ST008,CT000228,,427.8,2025-12-07,Cash,2,No,InStore
T00010950,2025-08-07 19:00:00,ST003,,AN000355,1271.02,2025-08-07,Cash,4,Yes,InStore
T00010951,2025-11-20 16:00:00,ST007,CT000818,,838.39,2025-11-20,Cash,5,No,InStore
T00010952,2025-03-05 08:00:00,ST010,CT000772,,471.33,2025-03-05,Card,2,No,InStore
T00010953,2025-09-17 02:00:00,ST019,CT001353,,737.35,2025-09-17,Card,4,Yes,InStore
T00010954,2025-05-24 05:00:00,ST009,,AN000448,119.74,2025-05-24,Card,3,Yes,InStore
T00010955,2025-10-04 00:00:00,ST022,,AN000502,30.46,2025-10-04,Card,1,No,InStore
T00010956,2025-11-29 18:00:00,ST005,CT000335,,421.69,2025-11-29,Cash,2,No,InStore
T00010957,2025-10-27 21:00:00,ST019,CT000024,,1458.96,2025-10-27,Cash,8,No,InStore
T00010958,2025-10-18 06:00:00,ST014,CT000311,,1665.32,2025-10-18,Card,5,No,InStore
T00010959,2025-09-05 03:00:00,ST002,CT001324,,71.78,2025-09-05,Invoice,1,No,InStore
T00010960,2025-04-18 02:00:00,ST019,CT000463,,1104.82,2025-04-18,Card,6,Yes,InStore
T00010961,2025-11-01 07:00:00,ST004,,AN000314,633.09,2025-11-01,Card,2,Yes,Online
T00010962,2026-01-04 14:00:00,ST021,CT000513,,1721.93,2026-01-04,Cash,7,No,InStore
T00010963,2025-12-05 02:00:00,ST009,CT000239,,876.16,2025-12-05,Card,4,No,Online
T00010964,2026-01-28 20:00:00,ST008,CT000971,,1705.67,2026-01-28,Card,6,No,Online
T00010965,2026-01-16 17:00:00,ST020,,AN000538,1369.46,2026-01-16,Cash,8,No,InStore
T00010966,2025-06-23 19:00:00,ST007,CT000599,,751.82,2025-06-23,Card,3,No,InStore
T00010967,2025-10-10 01:00:00,ST015,CT001392,,1099.88,2025-10-10,Card,2,Yes,InStore
T00010968,2025-08-09 06:00:00,ST017,CT001380,,1088.5,2025-08-09,Card,8,No,Online
T00010969,2025-03-27 21:00:00,ST005,CT001318,,1844.79,2025-03-27,Invoice,8,No,InStore
T00010970,2025-10-13 07:00:00,ST021,,AN000589,621.17,2025-10-13,Card,2,No,InStore
T00010971,2025-05-17 07:00:00,ST006,CT001314,,871.68,2025-05-17,Card,6,No,InStore
T00010972,2025-01-22 04:00:00,ST003,,AN000685,486.9,2025-01-22,Invoice,2,No,InStore
T00010973,2025-03-25 12:00:00,ST013,CT001012,,942.22,2025-03-25,Card,6,No,InStore
T00010974,2025-06-11 06:00:00,ST013,,AN000423,1032.04,2025-06-11,Card,4,No,Online
T00010975,2025-11-28 20:00:00,ST015,,AN000312,1124.64,2025-11-28,Card,5,No,InStore
T00010976,2025-03-10 14:00:00,ST001,CT001058,,546.74,2025-03-10,Cash,2,Yes,InStore
T00010977,2025-10-03 10:00:00,ST022,CT001043,,649.2,2025-10-03,Card,6,Yes,InStore
T00010978,2025-11-24 05:00:00,ST008,,AN000464,981.89,2025-11-24,Cash,6,Yes,InStore
T00010979,2025-03-08 09:00:00,ST006,CT000302,,995.13,2025-03-08,Cash,7,No,InStore
T00010980,2025-10-31 11:00:00,ST001,,AN000008,874.05,2025-10-31,Card,8,No,InStore
T00010981,2025-03-27 21:00:00,ST016,CT000257,,774.53,2025-03-27,Card,5,No,Online
T00010982,2025-12-16 11:00:00,ST005,CT000370,,504.1,2025-12-16,Cash,2,Yes,InStore
T00010983,2025-09-10 21:00:00,ST004,,AN000047,214.61,2025-09-10,Card,4,Yes,InStore
T00010984,2025-06-20 01:00:00,ST014,CT001059,,1038.43,2025-06-20,Card,6,No,InStore
T00010985,2025-06-14 17:00:00,ST011,CT001466,,290.61,2025-06-14,Cash,1,Yes,Online
T00010986,2025-09-26 10:00:00,ST007,,AN000078,719.08,2025-09-26,Cash,4,No,InStore
T00010987,2026-01-09 17:00:00,ST011,CT000003,,2186.67,2026-01-09,Card,6,No,InStore
T00010988,2025-12-26 13:00:00,ST013,,AN000663,34.15,2025-12-26,Card,1,Yes,InStore
T00010989,2025-04-20 18:00:00,ST017,CT000005,,153.6,2025-04-20,Card,3,No,InStore
T00010990,2025-10-18 08:00:00,ST006,CT000973,,1500.72,2025-10-18,Cash,7,No,InStore
T00010991,2026-02-12 15:00:00,ST019,CT000053,,1816.79,2026-02-12,Card,8,Yes,InStore
T00010992,2025-04-05 09:00:00,ST019,CT001284,,524.12,2025-04-05,Card,5,No,InStore
